# Weather station Moscow, Russia, WMO_ID=27612,selection from 05.01.2018 till 05.01.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=27612&lang=en
#
"Local time in Moscow";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.12.2018 06:00";"-6.6";"749.5";"764.8";"0.9";"88";"Wind blowing from the east";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-6.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-8.3";"No precipitation";"12";"";"";"";"";
"29.12.2018 03:00";"-5.1";"748.6";"763.7";"0.9";"89";"Wind blowing from the east-northeast";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-6.6";"";"";"";"";"";"";
"29.12.2018 00:00";"-4.8";"747.7";"762.8";"0.9";"91";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-6.0";"";"";"";"";"";"";
"28.12.2018 21:00";"-4.9";"746.8";"761.9";"1.0";"94";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-4.8";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-5.8";"0.2";"12";"";"";"";"";
"28.12.2018 18:00";"-5.1";"745.8";"760.9";"0.7";"92";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-6.2";"0.4";"12";"";"";"";"";
"28.12.2018 15:00";"-5.0";"745.1";"760.3";"0.1";"90";"Calm, no wind";"0";"";"";"100%.";"Shower(s) of snow, or of rain and snow. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"4.0";"-6.4";"";"";"";"";"";"";
"28.12.2018 12:00";"-5.3";"745.0";"760.1";"0.3";"88";"Wind blowing from the south-west";"1";"";"";"100%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"4.0";"-7.0";"";"";"";"";"";"";
"28.12.2018 09:00";"-7.5";"744.7";"759.9";"0.6";"92";"Calm, no wind";"0";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Snow and/or other types of solid precipitation";"-8.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"4.0";"-8.6";"0.5";"12";"";"";"Even layer of loose dry snow covering ground completely.";"28.0";
"28.12.2018 06:00";"-7.9";"744.1";"759.4";"-0.3";"90";"Calm, no wind";"0";"";"";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Snow and/or other types of solid precipitation";"-8.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"600-1000";"";"";"";"-9.3";"0.5";"12";"";"";"";"";
"28.12.2018 03:00";"-8.1";"744.4";"759.7";"0.0";"86";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-10.0";"";"";"";"";"";"";
"28.12.2018 00:00";"-8.7";"744.4";"759.7";"0.3";"88";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-10.3";"";"";"";"";"";"";
"27.12.2018 21:00";"-7.9";"744.1";"759.4";"0.5";"86";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-7.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-9.9";"0.6";"12";"";"";"";"";
"27.12.2018 18:00";"-7.5";"743.6";"758.8";"0.7";"84";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-9.7";"0.4";"12";"";"";"";"";
"27.12.2018 15:00";"-7.3";"742.9";"758.2";"0.6";"83";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-9.8";"";"";"";"";"";"";
"27.12.2018 12:00";"-7.3";"742.3";"757.6";"0.6";"86";"Wind blowing from the north";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"-9.3";"";"";"";"";"";"";
"27.12.2018 09:00";"-8.8";"741.7";"757.0";"1.7";"88";"Wind blowing from the north";"1";"";"";"100%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-10.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.0";"-10.4";"0.3";"12";"";"";"Even layer of loose dry snow covering ground completely.";"28.0";
"27.12.2018 06:00";"-8.9";"740.0";"755.2";"1.4";"90";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-10.3";"0.7";"12";"";"";"";"";
"27.12.2018 03:00";"-7.6";"738.6";"753.7";"1.9";"90";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-9.0";"";"";"";"";"";"";
"27.12.2018 00:00";"-7.2";"736.7";"751.8";"1.1";"90";"Wind blowing from the east";"1";"";"";"100%.";"Mist. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-8.6";"";"";"";"";"";"";
"26.12.2018 21:00";"-7.7";"735.6";"750.7";"0.4";"87";"Calm, no wind";"0";"";"";"70 – 80%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-5.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-9.5";"1.0";"12";"";"";"";"";
"26.12.2018 18:00";"-6.2";"735.2";"750.2";"-0.5";"89";"Wind blowing from the south";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-7.7";"0.6";"12";"";"";"";"";
"26.12.2018 15:00";"-5.3";"735.7";"750.6";"-1.6";"85";"Wind blowing from the south-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"-7.4";"";"";"";"";"";"";
"26.12.2018 12:00";"-5.7";"737.3";"752.3";"-2.0";"89";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, moderate at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"1.0";"-7.2";"";"";"";"";"";"";
"26.12.2018 09:00";"-7.3";"739.3";"754.4";"-2.1";"87";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-8.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"4.0";"-9.1";"No precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"28.0";
"26.12.2018 06:00";"-7.0";"741.4";"756.5";"-2.1";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"-8.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-9.3";"No precipitation";"12";"";"";"";"";
"26.12.2018 03:00";"-7.9";"743.5";"758.7";"-1.5";"87";"Wind blowing from the north";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-9.7";"";"";"";"";"";"";
"26.12.2018 00:00";"-8.4";"745.0";"760.3";"-0.9";"88";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-10.1";"";"";"";"";"";"";
"25.12.2018 21:00";"-8.6";"745.9";"761.2";"-0.9";"84";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"-8.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-10.8";"No precipitation";"12";"";"";"";"";
"25.12.2018 18:00";"-8.5";"746.8";"762.1";"0.9";"82";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-11.1";"0.5";"12";"";"";"";"";
"25.12.2018 15:00";"-8.6";"745.9";"761.2";"0.0";"79";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-11.6";"";"";"";"";"";"";
"25.12.2018 12:00";"-8.7";"745.9";"761.2";"0.5";"82";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-11.3";"";"";"";"";"";"";
"25.12.2018 09:00";"-9.1";"745.4";"760.7";"0.7";"86";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"-11.0";"3.0";"12";"";"";"Even layer of loose dry snow covering ground completely.";"29.0";
"25.12.2018 06:00";"-9.2";"744.7";"760.0";"0.6";"87";"Wind blowing from the north";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-9.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-11.0";"4.0";"12";"";"";"";"";
"25.12.2018 03:00";"-9.1";"744.1";"759.4";"0.7";"89";"Wind blowing from the north";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-10.6";"";"";"";"";"";"";
"25.12.2018 00:00";"-9.0";"743.4";"758.7";"1.1";"90";"Wind blowing from the north";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-10.3";"";"";"";"";"";"";
"24.12.2018 21:00";"-8.9";"742.3";"757.6";"0.6";"89";"Wind blowing from the north";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-8.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-10.4";"3.0";"12";"";"";"";"";
"24.12.2018 18:00";"-8.8";"741.7";"757.0";"";"88";"Wind blowing from the north";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-10.5";"3.0";"12";"";"";"";"";
"24.12.2018 15:00";"-8.7";"741.1";"756.3";"0.1";"88";"Wind blowing from the north";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"-10.3";"";"";"";"";"";"";
"24.12.2018 12:00";"-8.7";"741.0";"756.3";"-0.1";"84";"Wind blowing from the north-east";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"-10.9";"";"";"";"";"";"";
"24.12.2018 09:00";"-9.1";"741.1";"756.3";"-0.2";"88";"Wind blowing from the east-northeast";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-9.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"-10.7";"2.0";"12";"";"";"Even layer of loose dry snow covering ground completely.";"24.0";
"24.12.2018 06:00";"-8.9";"741.3";"756.5";"-0.9";"87";"Wind blowing from the east";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-8.9";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"";"-10.7";"1.0";"12";"";"";"";"";
"24.12.2018 03:00";"-8.8";"742.2";"757.4";"-0.6";"86";"Wind blowing from the east";"1";"";"";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-10.7";"";"";"";"";"";"";
"24.12.2018 00:00";"-8.7";"742.8";"758.1";"-0.6";"88";"Wind blowing from the east";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-10.3";"";"";"";"";"";"";
"23.12.2018 21:00";"-8.5";"743.4";"758.7";"-0.4";"89";"Wind blowing from the east";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-7.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"";"-10.0";"0.8";"12";"";"";"";"";
